0,0,0,0,0,0.036168,0,0.021949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045954,0,0,0,0.046511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018073,0,0,0,0,0.030109,0,0,0,0,0.048159,0,0,0,0,0,0,0,0,0,0.068608,0,0,0.10396,0.050882,0,0.045446,0,0,0,0,0.057469,0.01509,0.05866,0,0,0,0,0.018897,0,0.025412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015812,0,0,0,0,0.018184,0,0,0,0,0,0.013898,0,0,0,0.095902,0,0,0,0.025354,0,0,0,0,0,0,0.018187,0,0,0,0,0.025996,0,0.036585,0,0,0,0
0,0,0.11158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23513,0.17524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18756,0,0,0,0
0,0.028356,0,0.039422,0,0.093473,0,0,0,0,0,0,0,0,0.16685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062241,0,0,0,0,0,0,0,0,0,0,0,0.1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0,0.065045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10361,0.094552,0,0,0,0
0,0,0.080256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24972,0,0,0,0.38335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15176,0,0,0,0,0.13491,0,0,0,0
0,0,0,0,0,0.21992,0.47113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.087478,0,0.033848,0,0.014387,0,0.1205,0,0,0,0,0.06782,0.032587,0,0.1004,0.086959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030177,0,0,0,0,0,0,0.02828,0,0,0,0,0,0,0,0.011764,0,0,0.08957,0.039141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0067155,0.026256,0,0,0,0,0.047647,0.031658,0.015211,0,0.046866,0.040591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013701,0,0,0.027872,0,0.023282,0,0,0,0,0,0,0,0,0,0,0,0,0.013036,0.033765,0,0,0,0,0,0.0059224,0,0,0.0095736,0.031408,0.02975,0,0,0,0,0.017052,0,0,0,0,0.025226,0,0,0,0,0,0,0.011999,0,0,0,0.036886,0,0.0055592,0.034961,0,0,0,0,0,0.036373,0,0,0,0,0,0,0,0,0.023839,0.032992,0,0,0,0,0,0,0.042585,0,0.022473,0,0,0,0,0,0,0,0.018459,0,0,0,0,0,0.020288,0,0,0.014865,0,0.019889,0,0,0,0,0.020097,0,0,0,0,0,0,0,0,0,0,0.069621,0,0,0,0.018406,0,0,0,0,0,0.053157,0,0,0.029877,0,0.015583,0,0,0.026559,0,0,0,0
0.14414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13253,0,0.26641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080984,0,0,0,0,0,0,0,0,0,0,0.066182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066619,0.10273,0.093754,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.16605,0.11033,0.053013,0.057728,0,0.14147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065771,0,0,0,0,0,0
