0,0.049049,0.16581,0,0.080973,0,0,0,0.12679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063827,0,0,0,0,0,0,0,0,0,0.10764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033779,0,0,0,0,0,0
0.045152,0,0,0,0,0,0.16899,0,0,0,0,0,0,0,0,0,0,0,0.025939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063827,0,0,0,0,0,0,0,0,0,0.10764,0,0,0,0.077156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1363,0,0,0.073426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.045152,0,0,0,0,0,0,0.087422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14642,0,0,0.082044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11356,0.044366,0.16119,0,0,0,0,0,0,0,0,0,0,0.084237,0,0.093918,0.12322,0.047398,0.036151,0.067965,0.063827,0,0.078668,0,0.14792,0,0,0,0,0,0.10764,0,0,0,0,0,0,0,0,0.15885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12822,0,0.071599,0,0,0,0,0,0,0,0,0,0,0,0.077355,0,0.289,0,0,0,0,0,0,0,0,0,0,0.073426,0,0,0,0,0,0,0.12522,0,0,0,0.033779,0,0,0,0,0,0
0,0,0,0,0,0,0.16899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084237,0,0.093918,0.12322,0,0.036151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08313,0.12522,0,0,0,0,0,0,0,0,0,0
0.045152,0,0,0,0,0.033163,0.16899,0.087422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12516,0.15885,0.044556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074574,0,0,0,0,0,0,0,0,0,0,0,0,0.070529,0,0,0,0,0,0,0,0,0,0.11367,0,0,0.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053041,0,0,0,0,0,0,0
0,0,0,0,0.080973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12822,0.034568,0,0,0,0,0,0,0,0.14268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.049049,0,0.050308,0.080973,0,0,0.087422,0.12679,0,0,0,0,0,0,0,0.088102,0,0,0,0,0,0,0.038908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06393,0,0,0,0,0,0.11953,0,0,0.11356,0,0,0,0,0,0.029863,0.048197,0,0.13304,0,0.11106,0,0,0,0,0.12322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015441,0.010825,0,0.077156,0,0,0,0,0,0,0,0.080054,0,0.12025,0,0,0,0,0,0.12482,0,0,0.044125,0,0,0,0,0,0,0,0,0,0,0.07264,0,0,0,0,0,0,0,0.076496,0,0,0.032789,0,0,0,0.071599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289,0,0,0,0,0,0,0.02851,0,0.15846,0,0,0.049214,0,0,0,0.12281,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.16581,0,0.080973,0,0.16899,0,0.12679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13304,0,0,0,0,0,0,0,0,0,0.067965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12516,0,0,0,0,0,0,0,0,0,0,0,0.12482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1363,0.15846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.045152,0,0,0,0,0,0.16899,0.087422,0,0,0,0,0,0,0,0,0.088102,0,0,0.048396,0,0,0,0,0,0,0.14642,0,0,0,0,0,0.067302,0.027036,0.03237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11356,0,0.16119,0,0.099476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10764,0,0,0,0.077156,0,0,0.016068,0,0,0,0,0,0,0,0.016068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11367,0,0,0.289,0,0,0,0,0,0,0,0.1363,0,0,0,0,0,0,0.099843,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.080563,0.1091,0.084657,0,0,0,0.088102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08822,0,0,0,0,0,0,0,0,0,0,0,0,0.15885,0,0,0,0,0,0,0,0,0,0,0.12482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12822,0,0,0,0,0,0,0,0,0,0.1744,0,0,0,0,0,0.289,0,0,0,0,0,0.046997,0,0,0.15846,0,0,0,0,0,0,0,0.08313,0,0.0071999,0,0,0,0,0,0,0,0,0
