2	0	2	3	.4	0
3	0	1	3	.5	0
3	0	1	3	1.5	0
3	0	2	3	1	0
2	0	2	3	.4	0
2	0	2	3	.4	0
1	0	3	3	1	0
2	0	2	3	.5	0
3	0	2	3	.6	0
1	0	2	3	.5	0
1	0	2	3	.25	0
2	0	2	3	.3333333	0
2	0	1	3	.5	0
2	1	1	3	.5	.25
6	2	1	3	.8571429	.2857143
2	0	3	3	.4	0
2	0	2	3	.4	0
1	0	2	3	.5	0
1	0	2	3	.1666667	0
1	0	2	3	.25	0
3	0	2	3	.75	0
3	0	2	3	.75	0
2	0	2	3	.6666667	0
2	0	2	3	1	0
2	0	2	3	1	0
2	0	2	3	.3333333	0
2	0	2	3	.6666667	0
2	0	2	3	.2857143	0
2	0	2	3	.2857143	0
2	0	2	3	.6666667	0
3	1	1	3	1.5	.5
1	0	1	3	.1	0
4	0	2	3	1	0
1	0	2	3	1	0
2	1	1	1	.4	.2
4	1	1	3	1	.25
6	0	1	1	2	0
3	0	1	3	.6	0
3	1	1	3	1	.3333333
4	1	1	3	1	.25
2	0	1	3	.5	0
3	1	1	1	.75	.25
1	0	1	3	.5	0
3	1	2	3	1.5	.5
3	0	1	3	1.5	0
2	0	1	3	.5	0
4	0	2	3	.5	0
3	0	1	3	.5	0
3	1	1	1	1.5	.5
3	0	1	1	1	0
4	0	1	3	.8	0
2	0	1	3	.2	0
2	0	1	3	.2857143	0
2	0	1	3	.5	0
2	0	1	3	1	0
2	0	3	3	1	0
3	1	1	3	.6	.2
3	0	3	3	.75	0
2	0	1	3	.5	0
1	0	1	3	.3333333	0
3	0	2	3	.75	0
4	0	1	1	.5	0
4	2	1	1	1	.5
4	1	1	1	2	.5
3	1	1	1	.75	.25
2	0	1	3	.3333333	0
3	1	1	3	.75	.25
5	2	1	1	1	.4
3	0	1	1	.75	0
3	0	1	1	.75	0
5	0	1	1	1.25	0
4	0	1	3	1	0
4	1	1	3	1.333333	.3333333
3	1	1	1	.5	.1666667
2	1	1	1	.3333333	.1666667
2	0	1	3	1	0
4	1	1	3	.6666667	.1666667
2	0	1	3	.3333333	0
3	0	1	3	.75	0
2	0	2	3	.3333333	0
1	0	2	3	.25	0
3	0	2	3	.75	0
2	0	1	3	.4	0
3	0	3	3	.75	0
1	0	3	3	.5	0
2	0	1	3	.6666667	0
2	0	1	3	2	0
1	0	2	3	1	0
2	0	1	3	.2857143	0
2	0	2	3	1	0
3	0	1	3	3	0
3	0	3	3	.5	0
4	0	1	3	.8	0
1	0	2	3	.3333333	0
1	0	2	3	.3333333	0
2	0	1	3	.5	0
2	0	1	3	.6666667	0
2	0	1	3	.5	0
2	0	3	3	2	0
1	0	3	3	.1666667	0
1	0	3	3	.2	0
1	0	3	3	.2	0
2	1	1	3	.2857143	.1428571
3	0	1	3	.6	0
2	0	3	1	.6666667	0
2	0	3	3	.3333333	0
3	0	2	3	.75	0
1	0	3	3	.25	0
2	0	1	3	.6666667	0
2	0	1	3	.5	0
2	0	1	1	.4	0
2	0	1	3	.5	0
2	0	1	3	.6666667	0
3	0	1	3	.4285714	0
3	0	1	3	.75	0
6	2	1	3	.6666667	.2222222
3	1	2	3	.6	.2
6	0	1	1	.4	0
3	1	2	3	.3	.1
4	2	1	1	.8	.4
3	0	2	3	.75	0
3	0	2	3	.5	0
3	0	1	1	.6	0
4	1	1	1	1.333333	.3333333
3	1	1	1	.75	.25
2	1	1	1	.5	.25
3	0	1	3	.5	0
3	0	3	3	1	0
4	1	1	1	2	.5
2	1	1	3	.5	.25
4	0	2	1	1	0
4	0	3	3	.8	0
1	0	2	3	.2	0
3	1	1	1	.75	.25
2	0	1	1	.5	0
2	0	1	1	.5	0
2	0	1	1	1	0
2	0	1	3	.4	0
2	0	2	3	.4	0
3	0	2	3	.75	0
2	0	2	3	.6666667	0
3	0	3	3	.75	0
4	1	1	3	1	.25
5	0	1	1	.8333333	0
2	1	1	1	1	.5
4	3	1	1	1.333333	1
1	1	1	1	.3333333	.3333333
3	1	1	3	.5	.1666667
2	0	1	3	.5	0
3	0	1	3	.5	0
4	0	1	1	.8	0
5	1	1	3	1	.2
2	1	1	3	.4	.2
